"26957420","临高启明","","'[美] 彼得·海斯勒'","'李雪顺'","'上海译文出版社'","'2011-1'","'33.00元'","9.5"
"11443725","雲鬢鳳釵（上）","卷一願寸金買光陰","清歌一片、今朝醉","","藍海製作","2012-7-4","NT$ 240元","7.4"
"2983191","浴火凤凰","","愁云","","重庆出版社","2008-01","29.8","6.0"
"2251757","谁是李世民（上）","","深水城","","重庆出版社","2007-09","22.0","6.9"
"5938353","香薰时光之恋","","安以陌","","长江出版社","2010-12","20.00元","7.1"
"25961251","医手遮天5·决战九幽都","","慕璎珞","","青岛出版社","2014-5","29.80元","6.4"
"26340493","网游之第一法师","","禾早","","江苏凤凰文艺出版社","2015-3","29.80","7.4"
"3271914","大唐御医3","","江暮雪","","江苏文艺出版社","2008-10","28.00元","7.8"
"1860529","凤于九天 之 太子出使","凤于九天 之二 太子出使","'江暮雪'","''","'江苏文艺出版社'","'2008-10'","'28.00元'","8.4"
"2230606","情倾天下Ⅱ夺情篇","","明珠","","陕西师范大学出版社","2007-09","20.0","6.6"
"3755373","囧囧后宫记2之闹宫","","'明珠'","''","'陕西师范大学出版社'","'2007-09'","'20.0'","7.0"
"3061269","失踪的王妃","","赤冰","","朝华出版社","2008-4","29.80元","6.9"
"26733370","掌事","","清枫聆心","","浙江文艺出版社","2015-10-1","192","7.8"
"3319399","凤于九天二十二 海夜异色","","'清枫聆心'","''","'浙江文艺出版社'","'2015-10-1'","'192'","8.6"
"3161348","魔法代启示录","","檬羽","","世界知识出版社","2008-07","23.00元","8.3"
"26424037","一品仵作","","凤今","","江苏凤凰文艺出版社","2015-7","55.00元","7.3"
"5030313","江山4·金戈铁马","","墨武","","云南人民出版社","2010-8","29.80元","8.5"
"20492474","乖宠","","丁墨","","江苏文艺出版社","2012-12","25.00元","7.1"
"10757339","霄漢（上）","","衣冉","","麥田","2011-7-25","NTD 260.00","8.0"
"5328001","梦回大明十二年（上下）","","知夏","","时代文艺出版社","2010-11","49.80元","6.2"
"10560240","倾城妃梦","","'知夏'","''","'时代文艺出版社'","'2010-11'","'49.80元'","6.2"
"5904199","步步驚心·2·情歸何處","","桐華","","耕林出版文化事業","2009-8-26","NT$ 200","8.3"
"3125779","牡丹冠天下8 (完)","富貴花開","意千重","","希代書版股份有限公司","2012-8-15","NT$240","8.1"
"26307173","皇家二掌柜·完结篇","","大风刮过","","江苏文艺出版社","2015-1","59.80元","6.5"
"7060403","用我三生烟火，换你一世迷离","","颜初妆","","文汇出版社","2012-1","29.80元","6.4"
"3744040","寻秦记3","","黄易","","云南出版集团公司，云南人民出版社","2009-5","26.00元","8.2"
"3314960","飞花溅玉录（全两册）","","八大","","大众文艺出版社","2009-01","49.80元","6.6"
"10805354","满朝凤华之保护皇上","","孤钵","","江苏文艺出版社","2012-7","59.80元","6.6"
"26366640","吉时医到","","云霓","","重庆出版社","2015-3","58.00元","6.8"
"1706039","逝去的欧若拉","","十四阙","","现代出版社","2006-01","18.0","7.2"
"25879691","所罗门封印","“寻找前世之旅”终结之作","vivibear、张薇薇","","湖南文艺出版社","2014-5-1","32.80","6.1"
"1313132","爱你爱到女娲纪2","","鬼鬼","","朝华出版社","2005-06","18.0","6.2"
"3613938","底比斯宠妃","","张廉","","新世界","2009-5","24.80元","6.1"
"26582936","殺手之王01","浴火重生","憤怒的香蕉","","鮮鮮","2009-4-3","NT$149","6.7"
"4925143","狐颜乱羽（全二册）(2册)","","张廉","","江苏文艺出版社","2010年7月","48.00元","6.9"
"5984995","慶餘年 貳部曲 13 微服私行","","'张廉'","''","'江苏文艺出版社'","'2010年7月'","'48.00元'","8.9"
"4183097","帝宠2·匹猪夺夫","","晚歌清雅","","文化艺术出版社","2009-11","19.80元","6.8"
"4207785","凤于九天25 再临博间","","'晚歌清雅'","''","'文化艺术出版社'","'2009-11'","'19.80元'","8.5"
"1830208","尼罗河的女儿（第一部）","","丁梵馨","","中国电影出版社","2006-4","28.00元","8.3"
"3017723","谁主君心","","小玥","","现代出版社","2008-04","26.80元","6.5"
"1787843","兽血沸腾（第一卷）","","静官","","广西人民出版社","2006-04","22.0","7.6"
"6714230","时光倒流","","[美]理查德·麦瑟森","史国强","现代","2011-5-1","29.00元","6.6"
"2701358","尘世羁（下）","","沧海月明","","朝华出版社","2008-01","29.8","7.0"
"4011465","相思意","","漠漠无雨","","国际文化出版公司","2009","29.80元","6.2"
"25943434","七寻记Ⅲ","","'漠漠无雨'","''","'国际文化出版公司'","'2009'","'29.80元'","7.5"
"2375533","双栖蝶","","姬流觞","","朝华出版社","2008-01-01","29.80","7.0"
"4197811","家有妖狐·壹","","晚歌清雅","","湖北少儿","1970-1","25.00元","6.6"
"6041769","银骑女王","","'晚歌清雅'","''","'湖北少儿'","'1970-1'","'25.00元'","7.4"
"1491655","纵横异界·亡灵圣灵Ⅰ","亡灵圣灵","羽散大地","","作家出版社","2006-01","16.0","7.2"
"5450773","朱门风流","","府天","","远方","2010-10-1","26.00元","7.3"
"5256867","三生三世桃花依旧","","慕容湮儿","","文汇","2010-9","26.80元","6.0"
"3067732","不思议游戏——玄武开传","","'慕容湮儿'","''","'文汇'","'2010-9'","'26.80元'","8.0"
"1381559","凤于九天 之 冬雷惊梦","凤于九天 之六 冬雷惊梦","风弄","","架空之都","2005-02-01","NT$ 180","8.6"
"20493238","喋血王妃（上下）","","'风弄'","''","'架空之都'","'2005-02-01'","'NT$ 180'","6.8"
"5284258","莺声缭乱","","若惜兮","","武汉","2010-8","29.80元","6.4"
"3013968","权倾天下·上卷","","璃雪","","百花洲文艺出版社","2008-01","20.0","6.1"
"3023280","谁是我的小王子2","","江水萧萧","","花山文艺出版社","2008-03","26.8","7.5"
"24283628","庶女攻略6","","吱吱","","浙江文艺出版社","2013-4","64.00元","7.1"
"2972183","不能说的秘密","","周杰伦","","接力出版社","2008年","39.00元","7.9"
"2304343","英雄狩猎计划·第一卷","","于烟罗","","接力出版社","2007-10","25.00元","7.1"
"2248257","美人如花隔云端","","天狼星七月的忧郁","","朝华出版社","2007-09","23.8","6.0"
"3244011","猫游记3","","禾早","","百花洲文艺出版社","2008-10","26.80元","7.6"
"20493239","楚王妃（全二册）","","宁儿","","青岛出版社","2013-1","59.80元","6.2"
"11526831","顾盼生欢 卷三","","'宁儿'","''","'青岛出版社'","'2013-1'","'59.80元'","6.8"
"3863355","千劫眉·不予天愿","","藤萍","","万卷出版公司","2009-07","23.00元","8.9"
"4881018","湖都","","'藤萍'","''","'万卷出版公司'","'2009-07'","'23.00元'","7.8"
"3228757","尋找前世之旅·二部曲1·維京海盜","","Vivibear","","耕林出版文化事業","2008-07","NT$ 200","7.5"
"4224117","我的活祖宗","","'Vivibear'","''","'耕林出版文化事業'","'2008-07'","'NT$ 200'","6.4"
"2230604","蝴蝶玉钗","","纳兰若仪","","文化艺术出版社","2007-07","20.0","6.0"
"3931437","销魂殿","","十四郎","","华文出版社","2009-8","28.00元","7.3"
"11640846","藥窕淑女1","","琴律","","麥田出版","2012-5-29","USD 17.00","7.3"
"25831791","天才庶女（上下）","","雪山小小鹿","","重庆出版社","2014-4","55.00元","6.5"
"10545469","小户千金（上下）","","一壶好茶、贡茶","","吉林大学出版社","2012-3","49.80元","6.5"
"2291800","琅环·流光","","梨魄","","内蒙古人民出版社","2008-02","18.0","5.6"
"4214566","古墓之旅","","'梨魄'","''","'内蒙古人民出版社'","'2008-02'","'18.0'","6.7"
"26671822","神仙的世界你不懂","","绣锦","","贵州人民出版社","2015-9","29.80元","6.9"
"2340145","穿越那场冷花雪月","","古灵","","北方文艺出版社","2007-12","23.8","6.7"
"25696090","新唐遺玉9","唯有牡丹真國色","三月果","","三采","2013-8-23","NTD 250","8.0"
"2700922","大唐玉环记","","戈薇","","珠海出版社","2008-01","28.8","5.7"
"3107996","一梦千寻","","云思遥","","百花洲文艺出版社有限责任公司","2008-6","24.80元","6.6"
"4829350","复生","","'云思遥'","''","'百花洲文艺出版社有限责任公司'","'2008-6'","'24.80元'","8.3"
"10484449","天下第一萌夫","","悦薇","","二十一世纪出版社","2012-4","24.00元","7.0"
"5353489","半夏","月下灯黑，夜幕降第五百纪事","半明半寐","","华文出版社","2010-10","25.00元","8.3"
"3069664","清宫·情空（终结篇）","","晓月听风","","国际文化出版公司","2008-04","26.8","6.9"
"3162410","宫斗：高手在现代（上下）","","孤钵","","珠海出版社","2008-07","50.00元","6.7"
"6539227","仁醫 (Vol.20)","","村上紀香","","正文社","2011-6-23","港币40","8.8"
"7060334","刑名师爷1","法医穿越明朝，与亡灵对话、让尸体开口","沐轶","","长江文艺出版社","2012-1-1","25.00元","6.7"
"10607042","绝色弃妇（上下）","","马涵","","江苏文艺出版社","2012-5","59.80元","5.5"
"2595331","帝师传奇一·帝台深","","柳折眉","","接力出版社","2008-01","25.0","7.6"
"20563090","锦衣夜行2·江南行","","月关","","湖北少年儿童出版社","2013-1","25.00元","7.3"
"3068271","并箸成欢 上","","淺綠","","耕林","2011-9","NTD 220","7.6"
"3863359","千劫眉·两处沉吟","","藤萍","","万卷出版公司","2009-07","23.0","8.9"
"2183717","望天2·还我与梦","","之之","","花山文艺出版社","2007-08","22.8","6.9"
"5938070","绝艳皇朝之诱魂","","清渺","","珠海出版社","2009-1-1","29.80","5.5"
"25896942","谁与为偶·至死不渝（上下）","","李歆","","中国华侨出版社","2014-6","59.80元","7.4"
"2117858","凤于九天9 咫尺危影","","风弄","威向文化","2006","11","07","8.6"
"17393017","宇宙流浪者","生活在人类中间的外星人","［美］斯科特•曼德尔克","苏林","江苏人民出版社","2012-9-25","36.00元","7.5"
"4783151","八夫臨門02","拜金花魁不好當","'［美］斯科特•曼德尔克'","'苏林'","'江苏人民出版社'","'2012-9-25'","'36.00元'","7.5"
"3003757","唐宫外传","","紫百合","","重庆出版社","2008-02","25.0","6.2"
"4900241","江山3·群雄逐鹿","","墨武","","云南人民出版社","2010-7","29.80元","8.4"
"24283418","我的溫柔暴君（二）","","'墨武'","''","'云南人民出版社'","'2010-7'","'29.80元'","6.9"
"5984996","慶餘年 貳部曲 14 宮變","","''墨武''","''''","''云南人民出版社''","''2010-7''","''29.80元''","8.9"
"2310655","妖王Ⅰ","","水心沙","","花山文艺出版社","2007-11","22.8","6.9"
"4202227","妖兽年代纪","","卓绯雪","","万卷出版公司","2010-1","23.00元","6.5"
"2324036","凤斗（共2册）","","竹喧","","珠海出版社","2007-08","44.0","6.3"
"11603253","11處特工皇妃 六","","瀟湘冬兒","","東佑文化事業有限公司","2011-12-19","NT$250","7.4"
"25741275","荒岛上的古老男人","","何堪","","北方妇女儿童出版社","2013-10","29.80元","7.4"
"2368786","鸟笼里的暹逻猫 上","","'何堪'","''","'北方妇女儿童出版社'","'2013-10'","'29.80元'","7.7"
"19999193","福運來（一）","","''何堪''","''''","''北方妇女儿童出版社''","''2013-10''","''29.80元''","7.2"
"4224757","蜕变","","花渝","","北方妇女儿童出版社","2010-1","26.80元","6.3"
"26108563","天下男修皆爐鼎  卷一","仙姿媚骨","青衫煙雨","","三采","2014-2-7","NTD 240","7.4"
"3070046","红尘客","","隋娜","","国际文化出版公司","2008-05","23.80元","7.3"
"3635010","穿越泰姬陵","彩虹堂","'隋娜'","''","'国际文化出版公司'","'2008-05'","'23.80元'","5.7"
